      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   2
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 05-MAR-2018 13:24:25
Last written by FRING on 05-MAR-2018 15:14:49
Ncol 26  Nrow 2222    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     208  05:18:55.0  00:01:03.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.9795
     209  05:18:55.0  00:01:03.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.5038
     210  05:18:55.0  00:01:03.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.1305
     211  05:18:55.0  00:01:03.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.8851
     212  05:18:55.0  00:01:03.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.9422
     213  05:18:55.0  00:01:03.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.2298
     214  05:18:55.0  00:01:03.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.7403
     215  05:18:55.0  00:01:03.0      3         23         1        1       0.000      0       0.000    0.000    0.000   1.0000
     216  05:18:55.0  00:01:03.0      3         24         1        1       0.000      0       0.000    0.000    0.000   0.0982
     217  05:18:55.0  00:01:03.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.7065
     218  05:18:55.0  00:01:03.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.9828
     219  05:18:55.0  00:01:03.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     220  05:18:55.0  00:01:03.0      3         52         1        1       0.000      0       0.000    0.000    0.000   0.2265
     221  05:19:59.0  00:01:03.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.3690
     222  05:19:59.0  00:01:03.0      3          2         1        1       0.000      0       0.000    0.000    0.000  -0.5581
     223  05:19:59.0  00:01:03.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.9321
     224  05:19:59.0  00:01:03.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.9946
     225  05:19:59.0  00:01:03.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.9230
     226  05:19:59.0  00:01:03.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.9459
     227  05:19:59.0  00:01:03.0      3          7         1        1       0.000      0       0.000    0.000    0.000   0.8751
     228  05:19:59.0  00:01:03.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.0268
     229  05:19:59.0  00:01:03.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.6913
     230  05:19:59.0  00:01:03.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.9463
     231  05:19:59.0  00:01:03.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.1858
     232  05:19:59.0  00:01:03.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.2103
     233  05:19:59.0  00:01:03.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.9234
     234  05:19:59.0  00:01:03.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.9957
     235  05:19:59.0  00:01:03.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.5525
     236  05:19:59.0  00:01:03.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.9958
     237  05:19:59.0  00:01:03.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.8392
     238  05:19:59.0  00:01:03.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.9692
     239  05:19:59.0  00:01:03.0      3         25         1        1       0.000      0       0.000    0.000    0.000   0.8792
     240  05:19:59.0  00:01:03.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.7040
     241  05:19:59.0  00:01:03.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     242  05:19:59.0  00:01:03.0      3         52         1        1       0.000      0       0.000    0.000    0.000   0.6059
     243  05:21:03.5  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.8235
     244  05:21:03.5  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.6099
     245  05:21:03.5  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.6738
     246  05:21:03.5  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.8395
     247  05:21:03.5  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.9982
     248  05:21:03.5  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.1239
     249  05:21:03.5  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000   0.9888
     250  05:21:03.5  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.9997
     251  05:21:03.5  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.4094
     252  05:21:03.5  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.7031
     253  05:21:03.5  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.9995
     254  05:21:03.5  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.1660
     255  05:21:03.5  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.9681
     256  05:21:03.5  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.9994
     257  05:21:03.5  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.8755
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    6
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     258  05:21:03.5  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.9642
     259  05:21:03.5  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.9274
     260  05:21:03.5  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.1650
     261  05:21:03.5  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000   0.4706
     262  05:21:03.5  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.1904
     263  05:21:03.5  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     264  05:21:03.5  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.2496
     265  05:29:49.0  00:01:05.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.7418
     266  05:29:49.0  00:01:05.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.2446
     267  05:29:49.0  00:01:05.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.1447
     268  05:29:49.0  00:01:05.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.4162
     269  05:29:49.0  00:01:05.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.9404
     270  05:29:49.0  00:01:05.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.8592
     271  05:29:49.0  00:01:05.0      3          7         1        1       0.000      0       0.000    0.000    0.000   0.8041
     272  05:29:49.0  00:01:05.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.5145
     273  05:29:49.0  00:01:05.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.9962
     274  05:29:49.0  00:01:05.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.9215
     275  05:29:49.0  00:01:05.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.9515
     276  05:29:49.0  00:01:05.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.9993
     277  05:29:49.0  00:01:05.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.1931
     278  05:29:49.0  00:01:05.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.1140
     279  05:29:49.0  00:01:05.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.5925
     280  05:29:49.0  00:01:05.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.8901
     281  05:29:49.0  00:01:05.0      3         23         1        1       0.000      0       0.000    0.000    0.000  -0.9140
     282  05:29:49.0  00:01:05.0      3         24         1        1       0.000      0       0.000    0.000    0.000   0.2502
     283  05:29:49.0  00:01:05.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.0208
     284  05:29:49.0  00:01:05.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.9995
     285  05:29:49.0  00:01:05.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     286  05:29:49.0  00:01:05.0      3         52         1        1       0.000      0       0.000    0.000    0.000   0.4426
     287  05:30:55.0  00:01:05.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.4304
     288  05:30:55.0  00:01:05.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.8547
     289  05:30:55.0  00:01:05.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.6551
     290  05:30:55.0  00:01:05.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.4111
     291  05:30:55.0  00:01:05.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.9355
     292  05:30:55.0  00:01:05.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.8683
     293  05:30:55.0  00:01:05.0      3          7         1        1       0.000      0       0.000    0.000    0.000   0.6155
     294  05:30:55.0  00:01:05.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.5243
     295  05:30:55.0  00:01:05.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.2057
     296  05:30:55.0  00:01:05.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.2452
     297  05:30:55.0  00:01:05.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.8548
     298  05:30:55.0  00:01:05.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.8516
     299  05:30:55.0  00:01:05.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.6587
     300  05:30:55.0  00:01:05.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.2775
     301  05:30:55.0  00:01:05.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.5835
     302  05:30:55.0  00:01:05.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.9996
     303  05:30:55.0  00:01:05.0      3         23         1        1       0.000      0       0.000    0.000    0.000  -0.9786
     304  05:30:55.0  00:01:05.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.6700
     305  05:30:55.0  00:01:05.0      3         25         1        1       0.000      0       0.000    0.000    0.000   0.2681
     306  05:30:55.0  00:01:05.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.4538
     307  05:30:55.0  00:01:05.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     308  05:30:55.0  00:01:05.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.9419
     309  05:32:00.5  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.5513
     310  05:32:00.5  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.6080
     311  05:32:00.5  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.8124
     312  05:32:00.5  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.8507
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    7
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     313  05:32:00.5  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.9880
     314  05:32:00.5  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.5133
     315  05:32:00.5  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000   0.9158
     316  05:32:00.5  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.6007
     317  05:32:00.5  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.9931
     318  05:32:00.5  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.8296
     319  05:32:00.5  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.6184
     320  05:32:00.5  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.9258
     321  05:32:00.5  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000  -0.2848
     322  05:32:00.5  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.9134
     323  05:32:00.5  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.7120
     324  05:32:00.5  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.9419
     325  05:32:00.5  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000  -0.4043
     326  05:32:00.5  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000   0.6708
     327  05:32:00.5  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000   0.0033
     328  05:32:00.5  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.7460
     329  05:32:00.5  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     330  05:32:00.5  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000   0.7616
