      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   2
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 05-MAR-2018 13:24:25
Last written by FRING on 05-MAR-2018 15:14:49
Ncol 26  Nrow 2222    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
 
     275   0.30771  -4.697E-08   1.246E-12  65.92     51       0.000    0.000    0.000  -0.77602   0.63071  -5.081E-08  -5.615E-12
     276   0.03745  -2.018E-08  -5.383E-11  69.12     51       0.000    0.000    0.000  -0.00370   0.99999  -7.111E-08  -6.679E-11
     277   0.98118  -4.159E-08  -4.604E-11  59.64     51       0.000    0.000    0.000   0.76449   0.64464  -5.402E-08  -4.448E-11
     278   0.99348  -4.642E-08  -1.164E-11  69.75     51       0.000    0.000    0.000  -0.82973   0.55816  -5.670E-08  -1.450E-11
     279  -0.80556  -4.937E-08   2.992E-12  61.48     51       0.000    0.000    0.000   0.95306   0.30278  -3.202E-08  -1.713E-11
     280   0.45567  -4.505E-08   2.436E-12  65.15     51       0.000    0.000    0.000   0.94582   0.32470  -5.387E-08   4.825E-13
     281  -0.40577  -5.000E-08  -1.793E-11  70.37     51       0.000    0.000    0.000   0.60714   0.79460  -7.622E-08  -1.791E-11
     282   0.96819  -1.135E-08  -6.899E-11  47.26     51       0.000    0.000    0.000  -0.26446  -0.96440  -3.043E-07  -8.396E-11
     283  -0.99978  -5.311E-08  -7.738E-12  70.37     51       0.000    0.000    0.000  -0.12316  -0.99239  -6.514E-08  -1.352E-11
     284  -0.03152  -6.273E-08   2.650E-11  62.11     51       0.000    0.000    0.000  -0.33383  -0.94263  -4.430E-08   2.122E-11
     285   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     286   0.89671  -1.688E-07   2.955E-11  31.01     51       0.000    0.000    0.000   0.39134   0.92025  -1.676E-07   3.157E-11
     287  -0.90264  -5.789E-08   3.440E-11  79.59     51       0.000    0.000    0.000   0.84852   0.52916  -7.082E-08   3.844E-11
     288   0.51907   2.122E-08  -1.014E-11  85.60     51       0.000    0.000    0.000   0.15987  -0.98714  -4.270E-08  -3.616E-11
     289   0.75554  -4.912E-08   4.083E-11  82.26     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     290   0.91161  -4.379E-08   3.486E-12  83.30     51       0.000    0.000    0.000   0.93955   0.34241  -2.498E-08   5.638E-12
     291   0.35330  -6.979E-08   2.098E-11  84.26     51       0.000    0.000    0.000   0.91184  -0.41055   7.649E-09   2.001E-11
     292   0.49600  -3.992E-08   6.054E-11  85.05     51       0.000    0.000    0.000  -0.33943  -0.94063  -3.868E-08   7.179E-11
     293  -0.78815  -2.461E-08   5.479E-12  77.92     51       0.000    0.000    0.000   0.96168   0.27419  -5.037E-08   8.853E-12
     294   0.85151  -4.546E-08  -8.900E-12  84.52     51       0.000    0.000    0.000   0.63004   0.77656  -5.411E-08  -2.656E-11
     295  -0.97861  -5.122E-08   5.163E-11  86.47     51       0.000    0.000    0.000  -0.99228  -0.12400  -7.255E-08   5.383E-11
     296   0.96947  -9.462E-09   3.880E-12  83.59     51       0.000    0.000    0.000  -0.34702  -0.93786  -1.885E-08  -4.657E-11
     297   0.51892  -4.500E-08   3.468E-11  83.58     51       0.000    0.000    0.000  -0.88042   0.47419  -4.680E-08   3.999E-11
     298  -0.52424  -4.906E-08  -6.673E-12  85.60     51       0.000    0.000    0.000   0.81871  -0.57421  -1.636E-08   9.771E-12
     299   0.75243  -4.300E-08   2.090E-11  74.32     51       0.000    0.000    0.000   0.99997   0.00815  -4.625E-08   2.130E-11
     300   0.96074  -4.555E-08   4.205E-11  86.10     51       0.000    0.000    0.000  -0.95454   0.29810  -5.269E-08   4.327E-11
     301  -0.81214  -4.177E-08   3.131E-11  82.52     51       0.000    0.000    0.000   0.91802   0.39653  -3.298E-08   4.103E-11
     302   0.02734  -4.648E-08   2.204E-11  79.36     51       0.000    0.000    0.000   0.78257   0.62257  -5.044E-08   2.349E-11
     303   0.20584  -5.618E-08  -6.935E-12  85.75     51       0.000    0.000    0.000   0.91067   0.41314  -7.200E-08  -2.015E-11
     304  -0.74236  -5.578E-08  -1.466E-11  83.73     51       0.000    0.000    0.000  -0.27916   0.96024   1.654E-07  -5.630E-11
     305  -0.96340  -8.766E-08   1.850E-11  86.22     51       0.000    0.000    0.000  -0.84132  -0.54054  -4.708E-08   1.351E-11
     306   0.89111  -6.447E-08   4.168E-11  74.53     51       0.000    0.000    0.000   0.73172  -0.68161  -4.429E-08   4.834E-11
     307   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     308   0.33583  -1.724E-07   8.059E-11  35.43     51       0.000    0.000    0.000  -0.93440   0.35623  -1.680E-07   7.936E-11
     309  -0.83428  -5.889E-08   1.536E-11  73.47     51       0.000    0.000    0.000  -0.04040   0.99918  -7.061E-08   1.317E-11
     310  -0.79395   3.970E-08   6.072E-12  78.75     51       0.000    0.000    0.000  -0.81830  -0.57479  -3.984E-08   3.065E-12
     311  -0.58312  -5.745E-08   2.630E-11  75.02     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     312   0.52560  -5.532E-08   7.553E-12  76.14     51       0.000    0.000    0.000  -0.58415   0.81165  -5.846E-08   4.810E-12
     313   0.15470  -5.311E-08   2.734E-11  77.53     51       0.000    0.000    0.000   0.98438   0.17604   1.598E-09   1.063E-11
     314   0.85818  -3.561E-08   5.359E-11  78.01     51       0.000    0.000    0.000   0.99764  -0.06864  -4.544E-08   6.497E-11
     315  -0.40156  -2.741E-08   1.803E-11  71.35     51       0.000    0.000    0.000   0.22521   0.97431  -6.216E-08   1.043E-11
     316   0.79946  -5.838E-08  -3.665E-11  74.76     51       0.000    0.000    0.000   0.51579   0.85671  -4.599E-08  -1.057E-11
     317  -0.11695  -5.564E-08   3.223E-11  79.91     51       0.000    0.000    0.000   0.26410  -0.96450  -7.860E-08   2.852E-11
     318   0.55842  -4.377E-08   1.865E-11  78.27     51       0.000    0.000    0.000  -0.99785  -0.06559  -1.043E-08   6.390E-12
     319   0.78588  -5.132E-08   4.442E-11  76.40     51       0.000    0.000    0.000  -0.39441  -0.91894  -5.046E-08   4.058E-11
     320  -0.37812  -5.799E-08   1.363E-11  79.08     51       0.000    0.000    0.000   0.98798   0.15460  -3.435E-08  -1.768E-12
     321   0.95859  -4.117E-08   2.638E-11  69.49     51       0.000    0.000    0.000   0.54373   0.83926  -4.189E-08   3.066E-11
     322  -0.40706  -5.368E-08   3.961E-11  79.77     51       0.000    0.000    0.000  -0.11195  -0.99371  -5.946E-08   3.924E-11
     323  -0.70219  -6.615E-08   2.855E-11  73.65     51       0.000    0.000    0.000   0.02658   0.99965  -3.983E-08   1.806E-11
     324  -0.33588  -4.683E-08   1.037E-11  74.95     51       0.000    0.000    0.000   0.36763   0.92997  -5.885E-08   6.772E-12
     325   0.91462  -2.269E-08   1.118E-11  78.52     51       0.000    0.000    0.000   0.99908  -0.04279  -6.891E-08  -7.744E-12
     326   0.74162  -1.842E-07  -2.150E-12  73.91     51       0.000    0.000    0.000   0.71143   0.70276   1.277E-07  -1.668E-11
     327  -0.99999  -6.908E-08   2.504E-11  79.04     51       0.000    0.000    0.000  -0.90663  -0.42194  -2.806E-08   4.897E-11
     328   0.66594  -6.862E-08   3.654E-11  70.29     51       0.000    0.000    0.000   0.84888   0.52858  -4.586E-08   3.182E-11
     329   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   48
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
     330  -0.64810  -1.772E-07   9.683E-11  35.12     51       0.000    0.000    0.000   0.78505  -0.61943  -1.747E-07   9.655E-11
     331  -0.74321  -5.584E-08  -2.541E-12  69.04     51       0.000    0.000    0.000  -0.20094   0.97960  -6.945E-08  -1.679E-12
     332  -0.33078  -2.014E-09  -2.875E-11  72.84     51       0.000    0.000    0.000  -0.81084  -0.58527  -9.148E-08  -6.088E-11
     333  -0.68859  -4.840E-08   4.414E-12  71.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     334   0.99799  -4.323E-08  -4.990E-11  70.55     51       0.000    0.000    0.000   0.45165   0.89220  -4.211E-08  -5.938E-11
     335   0.64782  -5.377E-08  -3.463E-11  69.75     51       0.000    0.000    0.000   0.95690  -0.29042   9.952E-09  -3.414E-11
     336   0.73596  -3.841E-08  -1.970E-11  71.75     51       0.000    0.000    0.000   0.94458   0.32828  -4.990E-08  -1.417E-11
     337  -0.62417  -2.626E-08  -3.693E-11  65.61     51       0.000    0.000    0.000   0.50444   0.86345  -5.820E-08  -3.817E-11
     338  -0.62980  -2.572E-07  -1.194E-10  70.92     51       0.000    0.000    0.000   0.79410   0.60778  -3.307E-08  -1.747E-11
     339  -0.29570  -5.395E-08  -1.542E-11  73.55     51       0.000    0.000    0.000   0.06502  -0.99788  -7.682E-08  -1.450E-11
     340   0.71291  -2.508E-08  -1.372E-11  72.50     51       0.000    0.000    0.000   0.43735   0.89929   6.922E-07  -5.331E-11
     341   0.26930  -5.028E-08   8.863E-12  71.29     51       0.000    0.000    0.000   0.17883  -0.98388  -5.032E-08   9.611E-12
     342  -0.01815  -3.927E-08   9.295E-12  73.52     51       0.000    0.000    0.000   0.59630   0.80276  -4.984E-08   1.813E-11
     343   0.68839  -4.348E-08   4.520E-12  63.25     51       0.000    0.000    0.000   0.00068   1.00000  -4.682E-08   6.281E-12
     344  -0.78077  -4.970E-08   5.422E-12  73.38     51       0.000    0.000    0.000   0.37480  -0.92710  -5.758E-08   4.529E-12
     345  -0.96837  -2.897E-08  -1.189E-11  67.47     51       0.000    0.000    0.000   0.08867   0.99606  -3.526E-08  -1.404E-11
     346  -0.16488  -4.739E-08  -1.757E-11  69.01     51       0.000    0.000    0.000   0.63856   0.76957  -5.614E-08  -1.718E-11
     347   0.58279  -8.079E-08  -2.257E-11  71.77     51       0.000    0.000    0.000   0.81750  -0.57593  -6.235E-08  -2.080E-11
     348  -0.36997   2.619E-08  -4.249E-11  72.06     51       0.000    0.000    0.000   0.74035   0.67222   4.255E-08  -7.876E-11
     349  -0.71494  -8.630E-08   5.030E-12  73.50     51       0.000    0.000    0.000   0.14910  -0.98882  -7.027E-08  -3.238E-12
     350   0.08914  -6.381E-08   1.950E-12  66.60     51       0.000    0.000    0.000   0.34291   0.93937  -4.991E-08   2.137E-12
     351   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     352   0.99419  -1.838E-07   5.650E-11  31.57     51       0.000    0.000    0.000  -0.14460   0.98949  -1.815E-07   5.552E-11
     353  -0.75950  -5.263E-08   1.929E-11  72.07     51       0.000    0.000    0.000  -0.34300   0.93934  -7.412E-08   1.636E-11
     354   0.98777  -2.016E-08  -2.141E-12  77.91     51       0.000    0.000    0.000  -0.99947   0.03246   7.512E-09  -7.485E-12
     355  -0.35545  -4.748E-08   7.328E-12  77.99     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     356  -0.19302  -3.900E-08   2.392E-11  76.98     51       0.000    0.000    0.000  -0.24909  -0.96848  -1.005E-07   1.905E-11
     357   0.97756  -2.020E-08   1.957E-11  77.00     51       0.000    0.000    0.000   0.95159   0.30737   7.691E-09   2.137E-11
     358  -0.60281  -3.593E-08  -1.232E-11  74.80     51       0.000    0.000    0.000  -0.27525   0.96137  -4.579E-08  -1.266E-11
     359   0.84309  -2.764E-08   1.991E-11  71.55     51       0.000    0.000    0.000  -0.63623   0.77150  -3.881E-08   1.631E-11
     360   0.74588  -2.865E-08  -7.678E-12  76.39     51       0.000    0.000    0.000  -0.60086   0.79936  -5.084E-08   2.382E-12
     361   0.28347  -4.970E-08   7.711E-12  79.31     51       0.000    0.000    0.000   0.69484  -0.71917  -7.794E-08   3.656E-12
     362  -0.81580  -2.760E-08   8.206E-12  77.55     51       0.000    0.000    0.000   0.97559  -0.21958  -2.537E-07   4.826E-10
     363  -0.86096  -4.925E-08  -5.206E-12  74.75     51       0.000    0.000    0.000   0.26332   0.96471  -6.021E-08  -5.702E-12
     364  -0.97491  -6.759E-08   4.372E-11  76.35     51       0.000    0.000    0.000   0.79926  -0.60099  -4.622E-08   4.870E-11
     365   0.86631  -4.848E-08   5.214E-12  67.10     51       0.000    0.000    0.000   0.08356   0.99650  -6.296E-08   7.207E-12
     366  -0.70497  -4.685E-08  -4.212E-12  79.16     51       0.000    0.000    0.000   0.36507  -0.93098  -5.716E-08  -6.925E-12
     367  -0.43446  -4.264E-08  -3.335E-12  73.60     51       0.000    0.000    0.000  -0.69467   0.71933  -4.556E-08   6.751E-12
     368  -0.98914  -4.601E-08   7.741E-12  73.57     51       0.000    0.000    0.000  -0.79079   0.61208  -5.736E-08   5.908E-12
     369  -0.99993  -6.929E-08   4.964E-11  77.47     51       0.000    0.000    0.000  -0.12995   0.99152  -7.617E-08   3.607E-11
     370  -0.89481  -2.430E-09  -1.861E-11  77.48     51       0.000    0.000    0.000   0.83240  -0.55418  -1.261E-07  -3.557E-11
     371  -0.18287  -8.027E-08   2.588E-11  78.03     51       0.000    0.000    0.000  -0.96045  -0.27846   3.366E-08   3.621E-11
     372  -0.92182  -6.600E-08   6.314E-12  70.17     51       0.000    0.000    0.000  -0.87646  -0.48148  -5.812E-08  -2.798E-12
     373   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     374  -0.64250  -1.950E-07   3.563E-11  33.94     51       0.000    0.000    0.000   0.79752  -0.60329  -1.965E-07   3.355E-11
     375  -0.29430  -5.610E-08   3.690E-12  67.90     51       0.000    0.000    0.000  -0.64955   0.76032  -6.985E-08   1.193E-12
     376   0.99978  -3.309E-08   2.753E-12  72.94     51       0.000    0.000    0.000  -0.42302   0.90612   8.349E-08   2.847E-11
     377  -0.64331  -4.822E-08   7.005E-12  71.90     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     378  -0.85270  -4.991E-08   1.140E-11  71.20     51       0.000    0.000    0.000  -0.67279  -0.73983  -6.790E-08   1.308E-11
     379  -0.01316  -6.652E-08   2.749E-11  71.81     51       0.000    0.000    0.000   0.17149   0.98519  -3.764E-09   1.968E-11
     380  -0.38038  -3.673E-08  -9.357E-12  71.38     51       0.000    0.000    0.000   0.12024   0.99275  -4.308E-08  -9.708E-12
     381   0.99248  -2.360E-08   1.360E-11  67.01     51       0.000    0.000    0.000  -0.87440   0.48520  -2.454E-08   1.456E-11
     382   0.73197  -2.503E-08  -1.125E-11  73.37     51       0.000    0.000    0.000  -0.75930   0.65074  -5.729E-08  -3.619E-12
     383   0.60911  -4.900E-08   9.629E-12  74.63     51       0.000    0.000    0.000   0.89683  -0.44237  -7.633E-08   9.424E-12
     384  -0.99979  -3.456E-08   2.889E-11  71.99     51       0.000    0.000    0.000   0.14299  -0.98972   1.077E-07   4.248E-11
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   49
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
     385  -0.99660  -4.715E-08  -2.123E-11  70.23     51       0.000    0.000    0.000   0.71612   0.69797  -5.533E-08  -2.175E-11
     386  -0.64106  -4.847E-08   4.543E-12  71.51     51       0.000    0.000    0.000   0.98575   0.16822  -4.887E-08   2.803E-12
     387   0.89912  -4.799E-08  -1.569E-11  62.03     51       0.000    0.000    0.000   0.28861   0.95745  -5.785E-08  -3.111E-12
     388  -0.79420  -4.800E-08  -2.005E-12  74.62     51       0.000    0.000    0.000   0.41003  -0.91207  -5.726E-08  -4.284E-12
     389  -0.45224  -3.921E-08   2.079E-11  70.71     51       0.000    0.000    0.000  -0.67085   0.74159  -4.121E-08   6.642E-12
     390  -0.94549  -4.454E-08  -7.574E-12  68.52     51       0.000    0.000    0.000  -0.87401   0.48591  -5.634E-08  -9.453E-12
     391  -0.56302  -3.869E-08   2.121E-11  72.80     51       0.000    0.000    0.000  -0.94302   0.33274  -7.678E-08   1.596E-11
     392  -0.71815  -3.681E-08  -5.039E-12  73.61     51       0.000    0.000    0.000  -0.69849  -0.71562  -6.339E-08   8.362E-12
     393   0.42590  -7.784E-08   3.197E-11  73.42     51       0.000    0.000    0.000  -0.16836  -0.98573  -4.578E-08   8.372E-11
     394  -0.99529  -6.522E-08  -2.143E-11  64.24     51       0.000    0.000    0.000  -0.99768   0.06802  -5.113E-08  -2.547E-11
     395   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     396   0.24860  -1.996E-07   1.463E-11  28.92     51       0.000    0.000    0.000   0.98970   0.14312  -1.967E-07   1.554E-11
     397  -0.49237  -5.386E-08  -7.892E-12  63.65     51       0.000    0.000    0.000  -0.62085   0.78393  -7.387E-08  -2.051E-11
     398  -0.40439  -5.935E-08   1.137E-10  63.95     51       0.000    0.000    0.000   0.77863   0.62749  -5.683E-08  -5.352E-13
     399  -0.49465  -4.511E-08  -1.540E-11  65.89     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     400  -0.22623  -4.089E-08  -4.834E-11  66.72     51       0.000    0.000    0.000  -0.97341  -0.22906  -7.354E-08  -4.275E-11
     401  -0.17333  -6.559E-08  -2.110E-11  66.71     51       0.000    0.000    0.000   0.11287   0.99361  -4.525E-10  -2.546E-11
     402   0.30272  -3.269E-08  -2.183E-11  66.62     51       0.000    0.000    0.000   0.51296   0.85841  -4.831E-08  -3.117E-11
     403   0.86374  -1.910E-08  -4.080E-11  62.24     51       0.000    0.000    0.000  -0.60502   0.79621  -3.436E-08  -4.341E-11
     404   0.90682  -1.379E-08   6.779E-12  66.58     51       0.000    0.000    0.000  -0.32826   0.94459  -3.240E-08  -4.856E-11
     405   0.45376  -5.018E-08  -2.681E-11  68.55     51       0.000    0.000    0.000   0.84229  -0.53903  -8.035E-08  -3.797E-11
     406  -0.92537  -1.260E-08  -3.991E-12  65.21     51       0.000    0.000    0.000  -0.52976  -0.84815  -4.194E-08   4.202E-12
     407  -0.71940  -4.388E-08  -2.018E-11  65.00     51       0.000    0.000    0.000   0.99398   0.10956  -6.017E-08  -3.179E-11
     408  -0.97357  -4.253E-08  -2.958E-11  66.93     51       0.000    0.000    0.000   1.00000   0.00296  -5.820E-08  -2.710E-11
     409   0.96200  -4.508E-08  -2.606E-11  59.86     51       0.000    0.000    0.000   0.77014   0.63787  -5.871E-08  -2.776E-11
     410  -0.39716  -4.483E-08  -2.532E-11  68.56     51       0.000    0.000    0.000   0.09146  -0.99581  -5.958E-08  -3.481E-11
     411  -0.28408  -5.481E-08  -3.955E-12  64.26     51       0.000    0.000    0.000  -0.80113   0.59849  -5.234E-08  -1.059E-11
     412  -0.99531  -4.312E-08  -1.110E-12  64.98     51       0.000    0.000    0.000  -0.86331   0.50468  -5.948E-08  -1.277E-11
     413  -0.51325  -3.693E-08  -1.198E-11  67.26     51       0.000    0.000    0.000  -0.98961   0.14379  -7.764E-08  -1.076E-11
     414   0.80533  -7.770E-08   6.772E-11  66.31     51       0.000    0.000    0.000  -0.75301   0.65801   8.361E-08  -2.542E-11
     415   0.20296  -7.680E-08  -6.273E-11  64.33     51       0.000    0.000    0.000   0.68123   0.73207   1.663E-07   5.092E-11
     416  -0.99293  -6.236E-08   1.864E-12  59.60     51       0.000    0.000    0.000  -0.99489   0.10094  -5.491E-08  -7.579E-12
     417   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     418   0.33517  -1.968E-07   2.160E-13  31.09     51       0.000    0.000    0.000   0.88848   0.45891  -2.031E-07  -7.670E-12
     419  -0.50623  -5.309E-08   1.918E-11  58.66     51       0.000    0.000    0.000  -0.48796   0.87287  -6.627E-08   2.301E-11
     420  -0.36711  -1.536E-08  -5.197E-12  61.57     51       0.000    0.000    0.000   0.89243   0.45119  -5.626E-08  -2.753E-11
     421  -0.41200  -4.424E-08   1.402E-11  60.82     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     422   0.85324  -3.830E-08  -1.281E-11  60.50     51       0.000    0.000    0.000  -0.39579   0.91834  -5.239E-08  -1.716E-11
     423  -0.26227  -5.902E-08   4.022E-11  61.59     51       0.000    0.000    0.000  -0.13642   0.99065   1.239E-09   4.321E-11
     424   0.22445  -3.137E-08   1.707E-11  60.83     51       0.000    0.000    0.000   0.57651   0.81709  -3.993E-08   2.039E-11
     425   0.09962  -2.058E-08  -1.466E-11  58.02     51       0.000    0.000    0.000   0.41415   0.91021  -2.244E-08  -1.385E-11
     426  -0.15963  -3.898E-08   6.570E-12  60.92     51       0.000    0.000    0.000  -0.95282   0.30353  -4.598E-08   2.077E-11
     427   0.46651  -4.882E-08   2.915E-11  62.69     51       0.000    0.000    0.000   0.74675  -0.66511  -6.948E-08   3.223E-11
     428  -0.89479  -4.319E-08   4.481E-12  59.87     51       0.000    0.000    0.000  -0.36553  -0.93080  -4.054E-08  -1.487E-11
     429  -0.73828  -4.348E-08   8.006E-13  59.42     51       0.000    0.000    0.000   0.99988   0.01532  -5.225E-08   4.506E-12
     430  -0.95998  -4.543E-08   4.219E-11  61.95     51       0.000    0.000    0.000   0.92502  -0.37992  -4.492E-08   4.368E-11
     431   0.99742  -4.383E-08   6.178E-11  55.25     51       0.000    0.000    0.000   0.74976   0.66171  -4.832E-08   5.899E-11
     432  -0.13867  -4.571E-08   1.704E-11  62.73     51       0.000    0.000    0.000  -0.52810  -0.84918  -4.731E-08   2.453E-11
     433  -0.68061  -3.557E-08   7.897E-12  60.82     51       0.000    0.000    0.000  -0.95628   0.29246  -6.047E-08   5.986E-11
     434  -0.92519  -4.281E-08   1.877E-11  59.04     51       0.000    0.000    0.000  -0.97298   0.23091  -5.540E-08   2.555E-11
     435  -0.66530  -2.629E-08   2.841E-11  61.69     51       0.000    0.000    0.000  -0.96793   0.25122  -6.929E-08   2.489E-11
     436  -0.20707  -2.384E-08  -2.550E-11  61.63     51       0.000    0.000    0.000   0.86313   0.50498  -4.777E-07  -5.923E-11
     437   0.19728  -7.290E-08   2.919E-11  61.79     51       0.000    0.000    0.000  -0.08408  -0.99646  -1.843E-08   2.028E-11
     438  -0.90598  -6.096E-08   2.043E-11  55.59     51       0.000    0.000    0.000  -0.89128   0.45346  -4.706E-08   1.879E-11
     439   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   50
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
     440   0.34244  -1.968E-07   1.398E-11  28.69     51       0.000    0.000    0.000   0.92562   0.37846  -1.986E-07   1.598E-11
     441  -0.31640  -3.960E-08   8.753E-12  41.33     51       0.000    0.000    0.000  -0.74819   0.66349  -5.646E-08   5.494E-12
     442   0.99180   3.142E-08  -1.410E-12  42.75     51       0.000    0.000    0.000   0.87422  -0.48553  -7.257E-07   1.173E-10
     443  -0.08623  -3.033E-08   7.010E-12  41.69     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     444  -0.84672  -4.980E-08  -3.336E-11  41.31     51       0.000    0.000    0.000  -0.26728  -0.96362  -6.020E-08  -1.313E-11
     445   0.79262  -5.015E-08  -3.200E-11  42.45     51       0.000    0.000    0.000   0.97178  -0.23588  -1.850E-10  -4.796E-11
     446   0.55286  -2.939E-08  -2.609E-11  41.80     51       0.000    0.000    0.000   0.80689   0.59070  -4.120E-08  -2.490E-11
     447   0.64888  -2.378E-08  -1.320E-11  40.81     51       0.000    0.000    0.000  -0.93405  -0.35714  -2.985E-08  -4.770E-12
     448   0.80092   2.146E-08  -6.874E-11  42.19     51       0.000    0.000    0.000  -0.25822   0.96609  -2.424E-08   2.821E-12
     449  -0.88094  -4.698E-08  -8.842E-12  43.27     51       0.000    0.000    0.000  -0.70598  -0.70824  -6.437E-08  -1.393E-11
     450  -0.94477  -2.868E-08   5.294E-12  42.34     51       0.000    0.000    0.000  -0.87394  -0.48604   2.967E-07  -1.587E-10
     451  -0.73135  -4.541E-08  -3.420E-11  41.91     51       0.000    0.000    0.000   0.97320  -0.22997  -4.942E-08  -3.675E-11
     452   0.38748  -8.368E-08  -6.415E-11  42.73     51       0.000    0.000    0.000  -0.92218   0.38675  -3.143E-08  -2.060E-10
     453  -0.91426  -5.369E-08  -6.476E-11  39.19     51       0.000    0.000    0.000  -0.96343  -0.26795  -5.231E-08  -6.919E-11
     454   0.29800  -3.335E-08   1.001E-11  43.26     51       0.000    0.000    0.000  -0.76209  -0.64747  -3.948E-08   4.593E-12
     455  -0.27130  -2.277E-08  -5.644E-11  41.93     51       0.000    0.000    0.000  -0.99991  -0.01359  -3.150E-08   1.616E-11
     456  -0.58778  -4.044E-08  -2.139E-11  41.74     51       0.000    0.000    0.000  -0.01319   0.99991  -5.265E-08  -1.347E-11
     457  -0.65466  -7.890E-08  -5.624E-11  42.47     51       0.000    0.000    0.000   0.88957   0.45679  -7.695E-08  -5.194E-11
     458  -0.96855  -1.525E-08  -1.875E-11  42.67     51       0.000    0.000    0.000   0.29946  -0.95411  -9.225E-08   6.646E-11
     459   0.67582  -1.115E-07   3.098E-11  42.80     51       0.000    0.000    0.000   0.97012   0.24264  -7.950E-09  -1.235E-10
     460  -0.33770  -5.903E-08  -3.267E-11  39.83     51       0.000    0.000    0.000  -0.20334   0.97911  -4.585E-08  -2.981E-11
     461   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
     462   0.97747  -1.895E-07  -6.525E-11  21.49     51       0.000    0.000    0.000   0.21852   0.97583  -1.878E-07  -6.549E-11
     463   0.81875  -4.511E-08   5.340E-11  44.96     51       0.000    0.000    0.000  -0.90270  -0.43028  -5.436E-08   5.429E-11
     464  -0.54697  -2.549E-08  -1.738E-11  47.33     51       0.000    0.000    0.000  -0.22825  -0.97360  -2.271E-07   1.548E-11
     465  -0.99850  -3.409E-08   6.680E-11  45.28     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
     466  -0.93094  -5.387E-08   6.875E-12  45.60     51       0.000    0.000    0.000  -0.52061  -0.85379  -4.783E-08   1.972E-11
